96613 97536
34 254 20
32 146 56
13 42 60
236 15 161
220 229 223
106 225 195
53 128 235
122 64 111
83 208 30
217 163 226
101 245 25
159 157 11
41 76 196
249 248 254
200 177 226
35 16 184
244 250 244
169 114 22
64 176 83
223 181 16
192 16 136
157 153 58
226 67 239
64 94 125
139 217 141
222 102 18
117 140 47
201 14 191
200 51 196
71 201 86
248 4 252
144 127 107
223 14 33
8 37 86
27 246 53
190 158 105
170 242 77
36 209 114
195 3 46
17 11 115
247 119 38
245 151 160
137 159 45
91 156 154
10 205 60
165 55 235
57 144 236
3 217 194
26 52 83
180 227 240
85 116 28
129 127 35
210 130 230
119 194 98
146 58 223
229 0 201
207 162 160
149 111 133
88 166 75
79 255 19
38 17 227
139 120 181
68 207 235
117 214 53
222 98 67
39 226 222
167 162 63
34 18 184
112 185 9
14 162 3
6 94 58
179 243 246
76 82 179
56 36 186
154 24 193
155 239 161
85 249 113
112 199 171
207 55 48
222 47 60
97 145 168
215 92 23
199 248 215
152 14 158
189 143 112
97 172 77
215 233 119
117 159 116
165 126 24
84 240 52
7 111 200
56 37 189
206 123 159
206 89 199
148 65 244
54 155 78
222 185 58
61 136 146
112 237 27
218 44 78
239 252 211
231 21 56
190 81 207
33 185 185
18 31 134
98 11 238
88 33 151
29 88 223
201 144 36
27 104 255
75 101 110
117 210 228
138 209 178
209 159 72
87 250 67
225 34 64
65 248 232
25 23 187
114 15 121
176 251 62
204 45 181
218 171 223
68 167 102
68 65 127
126 48 184
208 43 76
170 27 214
146 140 118
159 211 199
11 216 49
54 151 135
165 170 236
232 122 105
111 233 208
171 154 173
26 28 123
10 160 93
52 10 254
131 121 110
163 150 21
38 83 20
101 218 166
107 219 100
134 130 124
84 181 49
99 107 69
196 60 32
30 124 201
30 123 14
97 196 109
34 108 164
87 213 232
4 112 55
231 96 68
206 15 230
51 18 24
248 241 238
82 174 4
70 28 81
74 107 110
225 112 168
80 144 123
185 96 69
67 79 81
26 243 141
102 223 139
142 251 148
94 221 253
243 148 250
108 227 169
220 224 6
236 106 2
44 1 1
14 222 96
241 87 212
211 0 195
127 252 229
75 128 205
206 125 47
14 219 250
21 218 160
248 114 34
167 192 184
40 236 49
13 6 95
60 205 37
101 102 6
198 88 73
251 125 2
18 162 176
38 5 38
28 247 245
101 81 159
204 114 49
186 9 20
117 216 61
70 40 254
141 181 41
37 51 69
174 186 253
141 188 29
204 86 176
34 23 31
185 147 101
156 91 171
214 51 237
156 155 125
28 10 122
203 102 143
75 159 160
53 125 46
113 255 146
229 212 96
158 225 154
193 204 117
230 0 217
168 175 236
151 180 65
202 108 136
188 211 208
71 147 179
210 199 15
12 148 19
202 241 203
234 52 107
64 61 18
248 81 181
249 7 112
42 215 125
163 45 107
50 3 127
200 117 61
152 214 132
20 33 209
21 220 122
200 208 1
53 31 211
126 153 14
45 102 32
31 99 95
249 180 237
34 134 126
186 253 223
7 168 81
78 42 13
19 209 149
49 79 156
78 209 161
148 43 158
186 212 88
188 225 44
213 67 111
157 246 194
82 222 225
183 139 218
19 24 176
48 220 205
106 178 222
51 248 230
146 154 171
136 194 200
104 6 16
117 41 3
110 205 124
212 164 241
2 6 206
118 241 214
219 228 147
183 15 56
197 208 129
98 121 123
158 200 52
200 164 193
144 247 40
27 187 2
145 150 247
17 154 103
24 3 212
182 9 236
33 32 71
145 58 53
100 238 43
251 134 176
210 105 229
188 99 237
80 166 230
231 169 59
184 44 100
247 6 131
12 143 85
43 191 105
253 83 173
31 169 161
156 0 216
172 103 143
95 130 122
2 229 35
88 196 102
3 22 243
177 140 221
227 234 154
107 153 8
253 146 80
88 250 184
248 248 203
86 178 93
26 122 85
206 138 68
236 230 46
108 54 22
16 187 37
32 172 141
95 157 114
86 192 120
71 25 214
113 4 242
100 156 246
142 223 223
92 174 244
119 237 168
0 115 79
230 150 56
161 100 253
251 242 54
176 74 199
0 220 132
153 124 229
92 85 248
225 90 218
213 27 90
126 9 146
10 138 158
119 112 185
49 179 99
189 115 94
13 186 172
73 111 201
51 117 221
119 247 154
126 67 249
161 205 35
207 42 27
255 35 7
10 53 50
191 19 20
78 12 1
97 93 93
116 213 87
85 96 156
203 74 139
215 91 199
18 27 59
10 228 240
182 135 69
84 169 99
77 53 6
249 103 250
83 89 210
251 40 196
35 4 181
49 193 215
57 203 104
166 140 113
167 157 150
53 98 86
213 222 80
98 220 102
126 199 206
124 202 125
231 2 105
240 243 144
97 129 213
239 15 5
2 160 163
68 3 83
160 123 247
112 93 219
14 145 134
8 15 6
155 154 211
79 111 159
199 166 170
23 110 115
72 119 221
213 24 39
62 32 62
4 77 89
178 222 222
188 191 251
85 55 132
146 44 236
118 81 113
179 220 216
69 149 82
60 94 82
71 133 133
220 127 48
25 218 145
173 139 38
105 226 224
79 200 166
50 24 191
71 47 247
56 5 152
151 109 148
196 86 111
158 26 200
160 63 154
50 57 135
85 16 197
252 240 143
164 21 38
19 137 192
67 179 253
220 169 184
217 192 79
34 208 179
61 35 227
113 17 161
234 172 125
184 18 137
198 54 90
31 71 30
21 252 236
38 107 159
183 56 215
255 63 244
170 2 44
45 135 7
188 104 229
93 66 96
144 201 161
132 41 4
213 119 161
59 106 144
194 141 3
88 166 145
213 14 61
205 41 38
204 64 221
197 105 217
228 71 128
253 193 186
81 5 16
96 111 189
254 49 66
231 204 86
134 182 79
175 202 83
115 78 242
92 179 250
182 96 163
173 33 100
103 23 18
97 57 24
190 195 230
74 44 236
81 116 183
175 239 24
144 213 74
230 58 155
127 71 12
50 191 211
179 62 209
219 173 88
143 224 206
140 100 25
191 219 213
242 122 186
245 135 208
146 239 45
227 62 127
234 172 144
121 248 118
204 65 70
97 42 82
247 224 88
184 224 59
247 149 14
14 25 159
62 200 202
160 100 45
132 245 37
213 184 16
92 170 76
247 152 110
24 194 157
51 104 32
223 225 125
211 10 179
12 47 124
186 189 159
201 89 173
32 55 199
236 197 63
144 0 49
18 20 97
32 18 7
251 222 84
239 175 206
37 169 209
228 130 229
171 43 158
165 249 65
96 194 108
214 226 103
39 49 243
148 69 171
150 156 81
49 129 167
204 198 159
49 170 255
143 137 213
133 34 83
169 150 224
7 118 133
132 111 2
54 124 45
4 163 106
51 170 89
165 72 20
251 185 138
214 190 226
231 122 236
149 162 252
97 248 213
76 17 101
233 207 128
235 31 223
72 205 10
70 151 1
19 199 174
177 244 150
99 190 61
218 160 56
211 50 226
231 108 45
186 197 20
208 79 130
170 21 219
255 99 102
42 211 71
38 30 201
175 40 45
96 206 54
225 74 36
139 87 237
12 89 193
229 48 69
228 128 15
230 154 64
126 73 82
93 36 112
139 65 252
206 92 10
215 204 239
11 215 72
2 75 246
17 101 4
125 108 126
37 141 146
200 209 153
47 79 222
234 229 53
87 26 199
49 250 153
222 11 187
44 168 33
63 104 148
230 98 59
135 93 178
100 90 162
241 246 89
97 150 217
197 93 77
73 83 235
115 85 172
116 155 97
235 247 11
164 34 132
63 171 213
194 101 212
124 106 224
212 6 201
198 50 81
66 98 201
179 202 178
74 116 106
233 184 81
193 239 234
251 127 220
12 150 235
128 30 59
94 223 116
118 198 173
52 200 36
214 219 38
14 249 184
120 46 231
112 27 193
41 120 96
24 120 158
10 26 67
129 212 192
44 20 233
152 139 31
106 68 233
190 236 248
135 224 247
255 213 201
136 53 251
144 143 142
83 162 114
143 236 61
137 208 9
246 159 128
160 52 119
224 220 178
69 199 156
1 49 28
241 3 216
96 164 113
202 34 173
87 13 136
189 147 152
204 181 89
217 189 45
177 48 58
238 247 114
187 120 91
103 200 125
95 75 127
100 92 81
18 199 253
27 71 245
193 67 246
113 125 214
143 113 216
212 145 95
206 177 20
92 46 215
64 184 28
34 212 123
143 98 160
224 212 221
11 212 9
202 141 123
163 214 54
172 233 163
38 112 118
69 19 135
187 195 198
226 122 156
158 42 76
63 11 56
28 145 20
155 170 107
210 21 10
26 242 30
34 222 55
96 47 107
246 57 64
106 153 60
186 249 29
176 210 39
147 15 22
121 162 137
229 104 3
127 242 225
4 8 197
195 6 111
57 100 255
178 255 13
249 5 26
121 145 77
98 90 121
166 1 212
246 222 248
0 98 247
155 107 171
168 17 148
211 221 213
113 110 51
56 235 39
125 220 93
59 66 58
25 252 60
29 227 79
218 37 116
46 191 70
248 39 65
70 144 220
234 66 209
129 251 41
68 97 228
63 228 90
205 156 163
92 17 171
229 237 189
171 2 168
22 49 200
185 16 164
248 99 215
192 197 122
74 20 88
233 123 132
78 46 48
199 56 217
101 234 26
17 200 203
236 14 60
158 28 160
86 108 10
167 227 143
139 152 96
56 103 255
129 233 219
247 171 251
24 179 121
26 194 249
58 195 113
162 113 205
51 28 84
221 8 232
78 240 101
28 126 213
178 225 54
176 204 246
124 121 131
43 140 123
29 231 83
213 210 163
246 252 78
109 73 55
49 102 89
34 146 68
227 44 120
209 218 25
96 106 229
128 186 128
222 77 108
26 84 65
77 82 10
109 171 212
118 187 198
98 67 101
82 82 207
124 249 14
173 98 215
147 37 80
252 243 175
209 238 211
124 69 36
237 237 95
140 143 25
167 6 27
76 249 230
133 130 5
118 216 240
205 113 177
124 41 138
194 64 70
227 81 11
35 150 182
223 18 48
224 116 61
48 209 180
31 141 29
61 7 45
111 226 153
111 5 42
76 162 47
208 236 139
212 65 25
228 236 33
199 215 7
198 189 135
196 187 22
135 91 63
194 96 20
196 6 16
206 112 248
134 121 159
4 39 156
95 106 76
208 242 189
194 66 80
101 72 53
162 30 20
126 200 119
79 6 212
84 148 76
141 109 117
224 237 205
246 233 163
83 16 160
146 52 47
211 80 119
181 99 168
119 117 198
24 101 56
133 84 196
59 191 193
235 175 165
251 135 56
252 79 22
111 158 66
108 96 249
8 50 13
142 13 98
233 115 112
204 93 210
131 149 70
104 77 179
117 7 8
114 46 20
163 242 169
9 64 166
149 244 183
214 144 246
18 30 176
198 15 237
253 44 161
7 244 134
111 4 6
70 84 206
22 113 221
39 255 33
206 33 12
5 157 163
126 220 246
235 10 254
53 7 88
211 239 90
133 89 105
30 162 162
31 220 50
83 63 245
176 39 43
29 7 106
251 218 24
127 249 9
56 91 35
90 174 7
172 207 57
33 123 65
137 91 170
219 194 251
8 157 252
90 152 218
197 101 16
186 157 31
91 185 120
29 23 38
64 8 24
165 81 31
227 174 251
178 52 11
4 168 120
94 35 250
83 153 134
54 28 131
77 253 92
58 12 133
83 172 77
23 115 28
12 146 227
163 57 230
253 173 58
154 208 120
102 71 158
152 139 27
95 118 104
87 61 204
52 209 22
42 21 115
254 117 170
186 186 99
130 56 69
0 163 18
78 43 4
130 185 25
18 86 26
210 47 111
61 175 46
67 161 226
217 92 247
238 107 215
168 43 23
230 77 68
127 78 53
184 61 234
226 92 93
38 140 215
225 132 156
36 60 27
50 20 216
19 160 201
144 42 237
60 54 50
84 185 14
144 194 94
81 191 91
159 172 203
245 197 190
215 155 106
157 151 11
254 82 214
57 70 88
242 202 215
33 91 154
159 145 24
54 93 129
65 99 36
61 134 149
220 6 166
120 193 145
249 107 226
135 231 0
163 3 111
126 59 23
161 95 55
71 36 210
245 12 177
58 42 82
150 173 93
250 51 117
105 89 128
147 255 183
134 55 34
209 225 73
169 88 69
228 192 112
246 213 103
50 78 32
241 42 59
123 135 217
190 210 163
52 109 193
149 35 241
29 2 3
137 108 95
37 134 104
122 76 205
127 242 51
88 86 186
5 181 66
154 227 133
205 174 98
254 55 229
10 106 242
131 216 166
37 159 188
164 43 166
28 233 17
214 80 15
27 196 36
68 63 215
89 202 168
202 35 117
52 46 172
48 247 229
144 120 182
168 96 223
109 130 31
138 202 83
200 180 175
79 197 41
179 124 121
204 162 55
184 17 249
176 74 131
107 105 107
63 94 187
78 120 111
80 149 241
234 170 219
134 82 155
42 163 223
203 133 203
251 54 96
18 196 171
34 164 142
78 170 60
94 22 199
173 111 80
191 93 177
26 201 197
69 233 147
242 2 3
188 7 244
6 91 185
215 95 118
209 160 212
140 174 245
251 12 192
176 192 219
14 95 227
211 177 199
120 62 87
93 101 95
193 203 231
233 69 113
13 134 76
226 59 81
213 99 169
92 241 111
226 43 69
53 70 55
139 24 136
109 17 46
48 172 56
194 25 75
246 211 244
144 85 146
196 57 241
232 96 247
126 238 245
239 64 114
129 56 146
121 89 95
96 183 164
229 172 25
221 191 12
59 85 214
42 243 174
133 67 196
97 30 169
107 57 101
65 87 214
19 6 40
43 84 132
55 1 73
93 14 114
135 200 235
110 151 13
66 57 116
10 56 235
16 177 41
239 207 136
34 132 9
39 103 63
141 189 239
135 25 140
227 24 227
105 35 129
19 61 192
166 70 134
131 62 13
214 101 85
108 83 21
204 91 54
117 212 72
76 29 119
148 120 215
15 17 47
33 205 138
250 174 51
60 248 229
154 85 89
97 173 124
228 111 236
72 114 147
43 199 112
3 16 249
97 42 152
83 90 39
146 61 132
75 34 148
158 159 64
41 121 91
55 63 122
112 38 17
27 255 130
74 105 224
146 139 136
29 242 232
43 115 17
107 28 216
178 144 186
239 111 199
118 149 49
246 85 89
185 244 113
251 27 15
120 244 62
135 43 238
93 17 224
72 136 84
1 147 36
111 139 23
103 113 144
79 221 224
181 104 230
51 181 199
53 88 220
128 82 47
140 223 25
12 187 227
57 57 115
190 183 114
82 86 104
103 8 199
122 61 219
223 235 13
37 161 16
100 213 195
16 194 234
47 103 27
252 134 100
89 179 152
171 215 77
237 179 231
28 63 72
78 6 254
10 195 4
203 237 115
163 253 184
128 134 31
134 125 225
112 71 244
0 97 64
224 190 27
135 51 14
246 136 81
118 3 131
147 143 132
11 198 135
110 136 169
158 238 182
114 172 225
36 74 154
90 182 204
228 32 36
138 30 45
120 136 108
48 148 191
8 12 170
155 191 87
194 126 116
220 55 59
156 25 58
155 193 194
78 220 0
60 202 44
138 34 90
50 38 196
127 134 173
163 10 52
141 247 165
62 71 41
74 23 242
89 201 40
181 217 71
78 80 175
186 90 148
23 110 144
230 255 130
41 193 138
108 209 49
142 113 41
88 21 46
70 236 224
18 48 183
223 225 100
22 186 50
83 123 75
242 225 235
34 224 230
129 0 14
176 233 92
102 127 230
225 35 8
204 238 84
243 6 20
92 93 145
156 117 87
127 255 40
100 118 108
214 255 46
69 51 19
247 162 197
129 48 204
105 158 209
195 207 178
226 185 249
122 2 149
192 166 225
113 79 92
198 29 166
179 9 153
24 57 154
158 205 110
121 22 65
70 59 160
195 171 140
13 247 249
167 230 85
129 224 227
167 6 27
117 143 66
81 61 254
98 18 147
190 134 254
0 234 67
75 196 113
32 66 81
150 28 194
205 114 38
188 148 113
164 181 180
209 237 71
112 38 207
160 190 217
9 1 201
164 210 64
111 23 81
70 195 23
34 146 140
89 215 181
197 235 117
212 27 172
243 41 114
207 190 130
96 92 56
193 177 175
52 90 225
247 124 216
165 184 76
88 98 74
212 12 180
87 185 185
233 97 148
57 132 58
113 250 186
137 82 126
248 76 170
217 91 81
227 54 54
187 216 82
144 131 91
255 163 245
176 163 94
47 16 182
228 165 40
72 11 160
151 120 222
186 115 254
28 99 197
162 182 95
8 194 85
70 174 208
209 3 155
210 187 86
168 225 212
82 33 170
148 223 72
240 164 57
208 8 100
111 98 91
102 229 27
231 241 210
12 191 127
195 185 134
63 22 155
248 147 128
158 98 147
136 163 37
137 9 255
55 115 180
250 161 133
140 82 2
164 104 181
10 235 116
74 0 42
176 41 61
98 111 222
175 74 218
234 87 205
107 66 203
138 114 206
181 83 147
235 81 174
70 234 243
87 86 143
127 188 99
146 239 128
96 33 209
248 21 92
198 177 158
216 5 232
234 29 213
16 61 40
22 80 174
234 185 2
170 198 67
54 111 23
79 44 146
168 9 222
121 58 179
116 226 1
35 205 91
39 67 253
199 72 144
201 223 245
156 45 174
49 141 214
20 247 155
169 69 178
149 58 71
194 93 86
119 254 103
121 5 45
63 88 115
140 0 89
26 75 221
22 164 15
155 222 147
114 21 52
185 127 183
78 190 54
4 151 158
14 17 45
40 110 7
99 128 50
164 65 157
44 187 255
204 161 175
142 43 200
252 15 47
79 175 89
30 213 233
119 150 113
95 40 4
42 221 94
46 124 190
191 170 217
118 39 100
38 9 36
28 58 145
121 229 98
187 155 168
224 74 55
159 103 147
170 218 161
0 135 189
169 141 21
128 145 78
207 174 222
231 226 166
7 18 178
30 249 29
85 155 150
105 22 249
49 236 244
233 19 176
32 110 250
82 130 95
149 132 53
233 9 139
7 10 111
193 250 23
83 20 198
55 54 133
84 229 14
171 68 113
193 45 104
128 173 76
71 136 35
86 155 85
231 52 211
135 178 221
146 17 176
224 46 188
3 223 50
162 62 14
220 179 234
184 159 51
4 186 163
58 125 6
64 51 185
34 135 93
17 167 185
77 81 194
205 106 58
181 238 112
1 87 251
238 206 144
6 200 62
223 214 181
226 212 101
193 190 149
97 205 202
93 175 10
117 249 228
130 29 73
202 143 152
197 226 98
174 245 220
125 156 248
32 57 146
254 72 65
54 206 164
21 32 65
180 137 92
197 178 67
235 219 6
64 65 152
207 79 200
40 97 148
92 71 193
7 206 198
43 243 97
12 141 119
80 146 9
8 70 102
119 237 228
169 224 194
62 17 4
246 94 104
213 76 192
10 250 94
213 107 77
21 128 143
93 50 156
144 237 201
115 28 115
193 72 245
154 85 207
111 192 149
176 245 121
230 7 132
10 126 231
45 239 233
210 152 85
135 66 124
160 11 36
40 231 253
88 254 115
57 50 242
68 110 252
15 140 160
114 242 49
167 68 77
79 174 151
101 180 180
132 149 99
14 152 201
17 227 83
4 171 175
169 218 206
193 132 246
78 188 63
150 176 26
44 10 175
164 16 56
186 251 162
27 116 19
15 63 52
178 121 71
131 246 115
104 160 204
135 235 255
122 176 174
197 22 224
164 78 12
123 81 168
155 218 78
21 89 202
203 141 171
10 8 57
78 208 219
249 209 69
45 223 24
4 125 178
219 159 91
108 36 26
238 189 213
110 111 133
32 8 172
93 13 71
134 15 247
1 115 26
15 254 252
47 216 124
64 182 169
170 112 74
46 45 81
57 231 157
189 5 168
9 34 229
24 111 1
69 50 69
112 65 198
243 153 46
249 86 57
18 193 63
33 39 106
242 185 92
19 168 120
212 50 13
109 100 12
194 185 25
62 220 19
176 55 99
66 29 187
212 167 5
97 160 176
67 22 171
102 102 153
205 224 49
252 84 205
27 41 128
239 205 91
6 154 166
161 142 57
58 94 53
202 207 203
12 93 222
116 151 152
152 183 78
54 95 72
31 131 72
176 234 226
160 201 4
71 100 68
181 190 199
35 186 226
176 63 195
102 57 195
246 144 49
175 106 185
155 86 173
206 45 224
63 210 210
201 21 90
40 96 23
15 3 73
161 48 232
251 6 13
147 67 8
141 114 192
98 169 39
100 62 238
9 249 191
255 164 154
121 17 52
53 244 110
46 16 44
243 184 65
20 145 44
53 14 207
153 42 116
70 66 180
19 36 29
60 171 170
84 124 112
174 200 4
140 26 137
185 154 107
95 80 45
50 68 215
71 151 232
45 226 209
44 133 107
175 167 231
65 18 36
175 59 112
34 12 31
83 83 130
44 216 29
105 145 49
28 107 243
35 158 10
235 137 37
24 134 207
233 60 195
119 84 116
24 152 132
142 238 90
204 173 32
123 51 202
128 205 243
49 83 181
251 0 208
174 110 171
164 196 34
123 112 26
34 10 73
100 44 200
56 109 52
121 184 147
223 181 59
70 9 103
165 140 64
79 207 128
70 128 5
207 146 226
137 57 208
177 14 22
93 252 61
206 204 39
51 96 99
105 1 220
158 79 43
233 171 55
42 64 237
214 234 46
122 179 76
22 157 169
165 237 84
105 62 189
210 245 210
34 254 39
18 208 243
40 36 11
126 249 32
45 163 237
146 35 25
45 251 240
201 51 80
41 83 79
121 120 136
37 211 26
241 45 175
96 71 50
209 50 249
212 241 135
169 6 61
238 175 144
213 8 148
142 78 11
153 239 48
65 46 247
120 135 123
189 23 206
218 174 112
158 90 8
222 142 62
96 44 205
124 28 27
156 63 250
224 210 102
135 163 87
2 169 0
169 220 22
138 90 236
218 67 143
227 213 38
131 162 59
158 2 193
18 12 238
9 183 68
190 250 89
16 250 70
125 172 192
84 120 72
66 190 248
138 70 211
124 9 165
22 215 211
204 189 177
231 62 50
6 188 15
150 165 185
106 57 178
186 13 35
36 146 200
143 72 131
2 106 60
199 52 216
117 11 107
176 57 239
202 251 38
135 6 121
169 221 232
27 136 108
207 138 89
166 43 159
8 112 3
233 85 161
112 42 83
134 32 218
235 97 212
163 87 229
226 227 167
188 179 45
63 1 70
200 87 198
171 46 122
144 137 143
7 214 154
75 179 133
41 124 5
127 155 106
217 23 227
20 222 150
11 174 24
186 178 29
94 50 137
125 221 35
213 156 147
166 240 124
213 71 200
212 201 136
95 144 237
92 73 77
142 172 49
222 82 213
84 202 175
40 4 203
113 105 38
80 56 81
181 252 247
12 61 37
119 188 96
85 210 244
85 205 248
61 100 253
45 148 107
13 137 234
92 88 119
163 188 235
54 24 38
11 91 21
198 172 77
91 223 250
200 31 69
212 91 137
228 76 233
54 55 40
44 183 209
100 45 16
216 174 206
58 133 233
64 161 165
170 141 166
27 190 15
30 91 162
247 209 241
9 199 252
248 90 216
207 164 48
213 240 184
216 62 247
16 214 230
240 25 96
118 220 84
225 232 47
215 120 12
84 203 119
6 36 239
228 206 115
19 251 175
132 158 169
200 143 9
19 142 66
98 13 72
61 202 164
146 149 247
149 218 81
179 211 230
240 91 5
77 226 97
5 249 10
202 98 171
67 176 223
119 215 193
242 67 9
190 70 77
141 253 57
162 11 232
94 168 159
124 253 149
92 203 142
245 196 122
66 40 82
67 122 225
240 117 77
168 129 111
7 89 88
40 164 163
191 170 89
138 114 146
12 230 33
146 215 226
241 240 137
125 252 4
36 12 204
190 96 182
228 29 39
247 55 185
23 30 175
58 3 206
167 222 114
129 114 247
31 0 210
107 119 236
129 50 30
57 172 220
106 173 114
9 230 102
105 238 209
81 26 214
157 180 128
159 112 164
141 57 166
144 166 43
77 180 34
14 167 167
206 15 172
206 107 113
133 230 47
9 18 126
64 192 101
122 60 21
69 146 180
152 172 208
173 112 73
22 29 214
255 150 116
152 100 88
16 151 67
183 199 73
26 228 98
56 157 98
28 128 49
136 39 85
114 2 39
123 173 80
181 204 103
70 221 182
212 139 160
186 96 26
115 238 42
195 190 124
132 171 94
33 117 199
36 175 55
101 84 139
185 164 39
47 29 248
73 169 59
167 91 27
29 78 114
57 129 92
150 206 90
149 68 55
79 144 237
230 59 58
117 224 171
81 180 64
99 234 249
178 217 236
130 248 184
147 4 105
95 237 41
109 96 96
13 2 1
34 193 58
190 192 201
187 197 152
